strike,expiration,type,iv,underlying_price,delta,gamma,theta,vega,bid,ask,volume
250.0,2025-01-03,put,0.0017739523095330312,255.59,-0.19401416187596132,0.047259934078848015,-0.1265855702038073,0.08516438366669808,,,27469.0
252.5,2025-01-03,put,0.0015810444987897304,255.59,-0.31540350422006597,0.06893678567537496,-0.1440086585447701,0.11303037208266364,,,19523.0
255.0,2025-01-03,put,0.0013880815674502053,255.59,-0.5020730991222128,0.08922029537080749,-0.1381447256203057,0.13171562248459553,,,15464.0
257.5,2025-01-03,put,0.0011193314071116349,255.59,-0.7628168479241255,0.09076831207908498,-0.07870166612619509,0.11128624548695003,,,5582.0
100.0,2025-01-10,call,0.026641924171239163,255.59,0.9835645445841401,0.00031839024993228975,-0.21110381558351388,0.014935794986839107,,,
105.0,2025-01-10,call,0.025357299226460305,255.59,0.9828223715066041,0.00034794170093884944,-0.2095826542553157,0.01534861587067541,,,1.0
110.0,2025-01-10,call,0.02413734078041561,255.59,0.9820557761834787,0.0003800253016626437,-0.2080269861381758,0.01574982128141938,,,2.0
115.0,2025-01-10,call,0.02308757012919056,255.59,0.9805438589612688,0.00042434040381171924,-0.2127976301572291,0.03226965482320124,,,2.0
120.0,2025-01-10,call,0.024269241946472335,255.59,0.9692856760091475,0.0005872774866394372,-0.3199965389633044,0.03288479402301956,,,1.0
125.0,2025-01-10,call,0.02079731804596189,255.59,0.9787678963776256,0.0005064776163563964,-0.20749024939952773,0.03377374201290565,,,1.0
130.0,2025-01-10,call,0.01198539804665171,255.59,0.9991316861971831,4.331555665940198e-05,-0.01891381177834839,0.0008173238538546169,,,1.0
135.0,2025-01-10,call,0.017115837373720553,255.59,0.9835734910343503,0.0004903122435678892,-0.1414955950225241,0.017618715202919483,,,14.0
140.0,2025-01-10,call,0.01776537662976417,255.59,0.9752869823126876,0.0006714740741230884,-0.2027201668702221,0.035892888086887675,,,2.0
145.0,2025-01-10,call,0.015615112198124736,255.59,0.9809882424349182,0.0006128578755727844,-0.14777575814244645,0.01829227621494091,,,2.0
150.0,2025-01-10,call,0.018098346086316493,255.59,0.9580105990291452,0.00102754179255523,-0.3144969312287306,0.03717237338367906,,,20.0
155.0,2025-01-10,call,0.01505243634006351,255.59,0.9710524007974413,0.0009021197407815081,-0.19763480547648338,0.03787232345903214,,,2.0
160.0,2025-01-10,call,0.01412155961470577,255.59,0.9701938762416283,0.0009851675062187782,-0.19112866988226443,0.03850421724284204,,,1.0
165.0,2025-01-10,call,0.013411992069576956,255.59,0.9674465717647528,0.0011150378219823807,-0.19530337643125126,0.039121873494021145,,,2.0
170.0,2025-01-10,call,0.012661427483035026,255.59,0.9650818226088723,0.0012516050640193615,-0.19589220080587694,0.03972801762352857,,,5.0
175.0,2025-01-10,call,0.01187141884522882,255.59,0.9631616225306227,0.0013955135714667005,-0.1928925759128875,0.040320474856488826,,,7.0
180.0,2025-01-10,call,0.011165602804505861,255.59,0.9603419866563475,0.0015778858745041937,-0.1934490082971948,0.040902748871551396,,,29.0
185.0,2025-01-10,call,0.010359345853328226,255.59,0.9587291151872915,0.001758083139956505,-0.1868432510269808,0.04146704219925343,,,2.0
190.0,2025-01-10,call,0.006685800665473037,255.59,0.9920667597205179,0.00065982466244701,-0.04683594636045766,0.008898405914823122,,,2.0
195.0,2025-01-10,call,0.007871181209255994,255.59,0.9710084564842222,0.0017375126225762769,-0.11634699759096884,0.04242961144071804,,,3.0
200.0,2025-01-10,call,0.008359756317554534,255.59,0.9481528106491839,0.002643033754172832,-0.18482403706274322,0.04310596590205279,,,87.0
205.0,2025-01-10,call,0.007878311101365961,255.59,0.9405863857442761,0.0031405582760341603,-0.1942961541954783,0.07539881847776343,,,2.0
210.0,2025-01-10,call,0.007134017773177091,255.59,0.9358116414576049,0.0036652847210167983,-0.1873037637960538,0.07625551452977936,,,11.0
215.0,2025-01-10,call,0.00493737883628109,255.59,0.9715352867159459,0.0027395197829125123,-0.08248476376765733,0.04413939869282675,,,61.0
220.0,2025-01-10,call,0.005763592305483539,255.59,0.9208871646487428,0.005285808708032761,-0.1783424999174843,0.07790820015874612,,,24.0
222.5,2025-01-10,call,0.005447321359058387,255.59,0.9155267037663143,0.005874690556721307,-0.17736288379003903,0.0783135478194272,,,10.0
225.0,2025-01-10,call,0.00523017501478832,255.59,0.9059063966577872,0.0066444159753571985,-0.18399381994280378,0.07876703117509229,,,64.0
227.5,2025-01-10,call,0.004921140729101735,255.59,0.8991206855560977,0.007454486150252647,-0.18301023827319446,0.0791706618918332,,,3.0
230.0,2025-01-10,call,0.0034926119598935735,255.59,0.946303724046645,0.006491933281032115,-0.09462914554420811,0.04540288803023695,,,1.0
232.5,2025-01-10,call,0.004314566405536802,255.59,0.8829005466384504,0.009570317559143835,-0.18103724028570653,0.07997517762743234,,,3.0
235.0,2025-01-10,call,0.004013125940796231,255.59,0.8703372943698607,0.011003761865448712,-0.1801370639513617,0.12056448133400703,,,70.0
237.5,2025-01-10,call,0.003606905538934499,255.59,0.8613221543044707,0.012761538635352543,-0.1702298493594882,0.1210237080655397,,,22.0
240.0,2025-01-10,call,0.003349588944400097,255.59,0.839754087296911,0.015070090365396669,-0.1726156482028803,0.12170024034628271,,,415.0
242.5,2025-01-10,call,0.003034761353070156,255.59,0.8189788755341322,0.01804381003930855,-0.1697309767731663,0.12231712151400771,,,45.0
245.0,2025-01-10,call,0.0027855911290742452,255.59,0.7894215402218525,0.02184359260829815,-0.17211558875561955,0.12310712892365143,,,124.0
247.5,2025-01-10,call,0.0025438450979967265,255.59,0.7438934513720905,0.02629003389688335,-0.17162817975247963,0.1621804351939689,,,146.0
250.0,2025-01-10,call,0.0024048319871834162,255.59,0.681972013779539,0.031112738852299576,-0.17880561714040788,0.16380687332994484,,,421.0
252.5,2025-01-10,call,0.0022289454037211437,255.59,0.606467936871778,0.03587799231555209,-0.17535359434564562,0.1892764400137354,,,500.0
255.0,2025-01-10,call,0.002093265921093901,255.59,0.5152876411501803,0.040140247316045076,-0.17082108335116167,0.19178317587862523,,,3635.0
257.5,2025-01-10,call,0.001970058577329453,255.59,0.4115763911467156,0.04123063369341446,-0.15387628095093145,0.19474399651524696,,,2544.0
260.0,2025-01-10,call,0.0018893935506222015,255.59,0.30820654877456705,0.03867116628335937,-0.13146803887602135,0.17331717625807427,,,5595.0
262.5,2025-01-10,call,0.0018466910775327492,255.59,0.21548850537903888,0.03297131286108727,-0.10609898903853127,0.13487236356687154,,,2697.0
265.0,2025-01-10,call,0.00185514630643333,255.59,0.14280714474864728,0.025562080749827226,-0.0822916658854319,0.09134708749748373,,,2428.0
267.5,2025-01-10,call,0.0018511783286680973,255.59,0.091739638719291,0.018439915719119286,-0.058806478465714566,0.09284431094354911,,,1000.0
270.0,2025-01-10,call,0.0018974891866886598,255.59,0.06012337788030078,0.012997905017268713,-0.04333108844043864,0.054431289216813256,,,3345.0
272.5,2025-01-10,call,0.001977946360407976,255.59,0.039814224556793947,0.008996158719050329,-0.03243487859870302,0.05492872463204467,,,219.0
275.0,2025-01-10,call,0.00206442423838024,255.59,0.028339431466878222,0.006490834797931547,-0.025409444684857663,0.027675849030059638,,,151.0
277.5,2025-01-10,call,0.0021566964608296098,255.59,0.0204344089455814,0.004686899913981583,-0.019970496445569606,0.02785401322029666,,,71.0
280.0,2025-01-10,call,0.002300896819576571,255.59,0.016117513576650873,0.003611277002397423,-0.017462467775105055,0.0279187743811834,,,32.0
282.5,2025-01-10,call,0.0024029643010076932,255.59,0.01228318050556185,0.002741078487850203,-0.014426534053219047,0.012021765276750387,,,24.0
285.0,2025-01-10,call,0.002491042241178365,255.59,0.00963810612368149,0.002118925536983854,-0.011968498299800942,0.012084019439664412,,,31.0
287.5,2025-01-10,call,0.0025777860043324657,255.59,0.007173973905468888,0.0015746657832903176,-0.009510472099231945,0.012143060187878824,,,4.0
290.0,2025-01-10,call,0.0027454348787913944,255.59,0.0067830655944014495,0.0014080348148318962,-0.009632071206311398,0.012145423678447842,,,27.0
292.5,2025-01-10,call,0.0028704018521274145,255.59,0.005546189608407429,0.0011334808038653689,-0.008463869829495577,0.012176459706027563,,,10.0
295.0,2025-01-10,call,0.0029664285175092465,255.59,0.004409562467356035,0.0008982067725156976,-0.007155265893564234,0.004444845651286356,,,102.0
297.5,2025-01-10,call,0.0031116316362178125,255.59,0.004214975868306946,0.0008204517820091635,-0.0071851633568899495,0.004451685374145267,,,
300.0,2025-01-10,call,0.003255472908078168,255.59,0.004039261970338882,0.0007532550384735993,-0.00721505758174936,0.004459319039153336,,,1000.0
305.0,2025-01-10,call,0.003427760501180316,255.59,0.002928625474483129,0.0005298273628077897,-0.005620059906666138,0.004494282476944365,,,21.0
310.0,2025-01-10,call,0.003706988345625486,255.59,0.00272463432041143,0.00045837852485212005,-0.005679809763386458,0.00451133294082196,,,1.0
315.0,2025-01-10,call,0.0039815156096802,255.59,0.002551985471238954,0.0004019287152640275,-0.00573952022349609,0.004530527662173647,,,1.0
320.0,2025-01-10,call,0.004361544915198242,255.59,0.003074677985395828,0.00043538616448691276,-0.007453896414735193,0.004539375290844314,,,
115.0,2025-01-10,put,0.014499110252606409,255.59,-0.0009224140291308509,4.393807725099868e-05,-0.008198511906608521,0.0025275122343550783,,,12.0
120.0,2025-01-10,put,0.01355559575987295,255.59,-0.0007624301579749112,3.9826180137149095e-05,-0.006493543169548685,0.002581897060283886,,,12.0
125.0,2025-01-10,put,0.012840678187849232,255.59,-0.0008032070123706796,4.403458788824288e-05,-0.0064401432454623654,0.002634941719027416,,,1.0
130.0,2025-01-10,put,0.012154103006964744,255.59,-0.0008467017564574556,4.875344541334859e-05,-0.0063859389519491565,0.0026865532003909507,,,1.0
135.0,2025-01-10,put,0.0116763870097643,255.59,-0.0011403369182717243,6.607272905873417e-05,-0.007984388184741937,0.0027377208938543247,,,2.0
140.0,2025-01-10,put,0.011037073730778106,255.59,-0.0012047175193792385,7.346274784427836e-05,-0.007928993926340618,0.002786828909066385,,,1.0
145.0,2025-01-10,put,0.010420528346746725,255.59,-0.001274115491758161,8.186242858100931e-05,-0.007873030937892326,0.0028346213032267725,,,60.0
150.0,2025-01-10,put,0.009825201034904916,255.59,-0.001349213141852092,9.145893167014757e-05,-0.007816534864363504,0.002881112055693568,,,1.0
155.0,2025-01-10,put,0.009420507830903707,255.59,-0.001730786691152722,0.00011985826565856306,-0.009413524135212474,0.0029283352518448464,,,10.0
160.0,2025-01-10,put,0.008692773302190539,255.59,-0.0015199136659894046,0.00011523047379449517,-0.007702188233365518,0.0029701956620441015,,,1.0
165.0,2025-01-10,put,0.008319164842447751,255.59,-0.001955867036293725,0.0001519548725577801,-0.009298596260784074,0.0030155689830196858,,,1.0
170.0,2025-01-10,put,0.007793829037390657,255.59,-0.002085392512785282,0.00017213684473074258,-0.009240608846762595,0.0030572568493691106,,,1.0
175.0,2025-01-10,put,0.007445415811453761,255.59,-0.0025954935218323815,0.0002213013687447302,-0.010836642890136987,0.003101246321073374,,,15.0
180.0,2025-01-10,put,0.007186934926585097,255.59,-0.003512055892989863,0.00030272953524365225,-0.01380609954054215,0.008653041880772195,,,10.0
185.0,2025-01-10,put,0.0067657845163563565,255.59,-0.004524184511955674,0.000399798452507719,-0.016145654066098913,0.008764785014820586,,,3323.0
190.0,2025-01-10,put,0.006356468669962948,255.59,-0.005662966966890446,0.0005189817399820387,-0.018484681636587896,0.008874497610509447,,,62.0
195.0,2025-01-10,put,0.0060141350694537955,255.59,-0.007344814486502132,0.0006940830626101865,-0.022112818364971667,0.00898729696620446,,,1867.0
200.0,2025-01-10,put,0.005736259704362574,255.59,-0.009613404443626123,0.0009333144907533441,-0.027031066405645593,0.009115490772317188,,,178.0
205.0,2025-01-10,put,0.005321860294792044,255.59,-0.012155819643726085,0.0012254102753429545,-0.030508907232814284,0.021484135266893845,,,283.0
210.0,2025-01-10,put,0.004879718609964409,255.59,-0.015137262354034228,0.0016064696725137549,-0.033573950217414376,0.021708675116502953,,,80.0
215.0,2025-01-10,put,0.004494609371272299,255.59,-0.01958337740519378,0.0021802108868219146,-0.038591979708345284,0.021942677774653082,,,24.0
220.0,2025-01-10,put,0.004097206410404784,255.59,-0.024351516703251856,0.0029038845866716416,-0.04263450970841856,0.022176017326024457,,,277.0
222.5,2025-01-10,put,0.003917504733973123,255.59,-0.027805682344831474,0.0034107683893134025,-0.04573099103422367,0.0445748453115134,,,69.0
225.0,2025-01-10,put,0.0036775064536859314,255.59,-0.031639858063752344,0.004011736607472106,-0.047316274117409865,0.04476023605395132,,,3417.0
227.5,2025-01-10,put,0.003440611023728746,255.59,-0.035987502985570845,0.004745968351964805,-0.048901358277959696,0.04494008668796653,,,204.0
230.0,2025-01-10,put,0.0032179253080317923,255.59,-0.0414853998699473,0.0056930593821351745,-0.051202514428240496,0.045128829919222804,,,211.0
232.5,2025-01-10,put,0.003009341627560723,255.59,-0.048317454103979876,0.006909607983297929,-0.05422268309865915,0.04533747464979631,,,53.0
235.0,2025-01-10,put,0.0028475385197959785,255.59,-0.05832963480851684,0.008576229605953521,-0.06012222419212704,0.04571401673217185,,,604.0
237.5,2025-01-10,put,0.002620594889224906,255.59,-0.06975463447954226,0.010651473263380954,-0.06299488026546299,0.07910193988859794,,,137.0
240.0,2025-01-10,put,0.002416263876071607,255.59,-0.08744636781617958,0.01363459806950082,-0.06821247691710315,0.07952825089052046,,,1195.0
242.5,2025-01-10,put,0.0020399171513036636,255.59,-0.09153231840667043,0.01672774654189672,-0.05920988936056471,0.0793946512915469,,,338.0
245.0,2025-01-10,put,0.002095617890986458,255.59,-0.14935563372817237,0.023104834101220308,-0.08582749294750358,0.12119947999752612,,,1573.0
247.5,2025-01-10,put,0.001952493071274093,255.59,-0.19973924919169372,0.03017205378839317,-0.09639289318326792,0.12294203871829382,,,667.0
250.0,2025-01-10,put,0.0018033449556670617,255.59,-0.2717371176967039,0.03845725593200801,-0.10318916400122298,0.16217414328537533,,,4587.0
252.5,2025-01-10,put,0.0016911739105890044,255.59,-0.36835877786896903,0.04704759995398313,-0.10876134157411951,0.18824310840582978,,,3626.0
